,date,location,position,rating,employee_type,title,pros,cons,recommander,approbation du pdg,perspective commerciale,employment_duration,group,grade,grade_hierarchical,sous_theme_pro: Autonomie et liberté d’action / confiance,sous_theme_con: Autonomie et liberté d’action / confiance,sous_theme_pro: Travail stimulant/ satisfaction dans le travail/ sens du travail / motivation,sous_theme_con: Travail stimulant/ satisfaction dans le travail/ sens du travail / motivation,sous_theme_pro: Opportunité de développement professionnel,sous_theme_con: Opportunité de développement professionnel,sous_theme_pro: Ambiance et collaboration en équipe / appartenance à l’entreprise,sous_theme_con: Ambiance et collaboration en équipe / appartenance à l’entreprise,sous_theme_pro: Bienveillance managériale et reconnaissance / qualité de l’encadrement,sous_theme_con: Bienveillance managériale et reconnaissance / qualité de l’encadrement,sous_theme_pro: Outils et infrastructures,sous_theme_con: Outils et infrastructures,sous_theme_pro: Flexibilité,sous_theme_con: Flexibilité,sous_theme_pro: Equilibre vie privée - vie professionnelle,sous_theme_con: Equilibre vie privée - vie professionnelle,sous_theme_pro: Charge de travail / travail stressant,sous_theme_con: Charge de travail / travail stressant,sous_theme_pro: Aspect financier,sous_theme_con: Aspect financier,theme_pro: Contenu et exécution du travail,theme_con: Contenu et exécution du travail,theme_pro: Environnement de travail,theme_con: Environnement de travail,theme_pro: Aménagement du travail,theme_con: Aménagement du travail,theme_pro: Aspect financier,theme_con: Aspect financier,source
341,2024-02-23 00:00:00,Paris,Analyste Transaction Services,3,"Employé actuel, plus d'un an",Avis,Parfois grand Temps de repos entre missions,Pas meilleur management ce qui fais que les equipes ne sont pas les plus efficaces,-1,0,0,2,,Analyst,Junior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,kpmg
342,2024-02-23 00:00:00,Paris,Junior Auditor,3,"Ancien employé, plus d'un an",Junior auditor ,"Flexibilité, télétravail, augmentation chaque année",Équilibre vie pro / vie perso; Aucune réflexion,-1,0,0,2,,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,2,2,0,0,kpmg
343,2024-02-22 00:00:00,Paris,senior consultante,3,Employé actuel,Salaire moyen,Fixe et 13eme mois sont un avantage,Pas proportionnel a l'investissement et à l'implication,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,kpmg
344,2024-02-22 00:00:00,Marseille,Auditeur Financier,5,"Ancien stagiaire, moins d'un an",Superbe expérience,Un salaire compétitif en stage et une diversité d'entreprises,Des taches parfois redondantes en fin de période fiscale,0,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,kpmg
345,2024-02-19 00:00:00,Lyon,Stagiaire comptable,4,"Employé actuel, moins d'un an",stagiaire expérience,Missions variées dans une entreprise renommé,volumes horaires importants par rapport à mon contrat,1,1,1,0.5,,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,kpmg
346,2024-02-18 00:00:00,Courbevoie,Auditeur Financier Stagiaire,4,"Ancien stagiaire, moins d'un an",Auditeur Financier Stagiaire,Esprit d'équipe; Afterwork; Formation solide,Horaires conséquents; Rémunération faible; Valeur ajoutée limitée,0,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,2,0,1,kpmg
347,2024-02-18 00:00:00,Courbevoie,Assistant Comptable,5,"Ancien stagiaire, moins d'un an",Bon stage ,Accompagnement ; Formation; Enrichissant; Passionnant; Formateur,Aucun inconvénients dans la période de ce stage enrichissant,1,0,0,0.5,,Assistant,Junior,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,kpmg
348,2024-02-16 00:00:00,Paris,Auditeur senior expérimenté,3,"Ancien employé, plus de 3&nbsp;ans",beaucoup de sacrifices mais CV boosté,"95% des recruteurs qui me sollicitent le font pour mon expérience chez KPMG, bien que j'aie quitté cette entreprise il y a 2 ans.","Pas d'équilibre vie pro/perso, pas le temps d'approfondir les sujets, métier de contrôle = rien de passionnant",0,0,0,4,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,kpmg
349,2024-02-11 00:00:00,Courbevoie,Consultant,4,Ancien employé,Bon environnement ,Environnement bienveillant; Salaire attractif; Équipe dynamique,Choix des clients et des missions pas toujours bien étudié,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,kpmg
350,2024-02-09 00:00:00,Paris,Stagiaire,5,Ancien stagiaire,stage KPMG ,"flexibilité, et grande entreprise. Les dossiers circulent et sont interessants",Les inconvénients propre à toute entreprise. Peut etre le contrôle hiérarchique.,0,0,0,,,Unknown,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,kpmg
351,2024-02-09 00:00:00,Paris,Auditeur Financier Stagiaire,4,"Ancien stagiaire, moins d'un an",STAGE,Bon nom pour le CV. ; Expérience enrichissante tant au niveau personnel que professionnel.; Bonne rémunération en tant que stagiaire à Paris.,"Les horaires de travail. ; L'ambiance un peu ""Shark"".",1,1,0,0.5,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,kpmg
352,2024-02-08 00:00:00,Paris,Auditeur Financier - Junior,5,Employé actuel,Auditeur financier junior,Apprentissage et progression de carriere,Salaire trop faible pour les horaires,1,1,1,,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,2,0,1,kpmg
353,2024-02-08 00:00:00,Paris,Senior Consultant,5,"Employé actuel, plus de 3&nbsp;ans",Bonne expérience,Bonne évolution possible au niveau professionnel,Charge de travail parfois conséquente,0,0,0,4,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,kpmg
354,2024-02-07 00:00:00,Paris,Alternance Chef de projet informatique F/H,2,"Ancien employé, plus d'un an",Alternance Chef de projet informatique ,"Avantages basique, CE pas très intéressant.",Pas de tickets resto et resto de l'entreprise assez couteux.,0,0,0,2,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,kpmg
355,2024-02-07 00:00:00,Paris,Auditeur Financier - Junior,4,"Employé actuel, plus d'un an",Kpmg,"Rémunération intéressante, ambiance jeune et stimulant intellectuellement",Horaires de travail chargées et système très pyramydale,1,1,-1,2,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2,1,0,kpmg
356,2024-02-07 00:00:00,Paris,Auditeur Financier,4,"Ancien employé, plus de 5&nbsp;ans",Formateur mais prenant,"Marque employeur reconnue pour trouver un travail par la suite,; Beaucoup d'opportunité de formation; Possibilité de mobilité interne (entre service ou vers l'international)","Demande une grande capacité d'adaptation (changement d'équipe et de mission frequent, surtout pour les postes de junior); Certaines périodes de l'année sont très prenantes (longue journée de travail et pression)",1,0,1,6.5,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,kpmg
357,2024-02-07 00:00:00,Paris,M&amp;A Associate,5,"Employé actuel, plus d'un an",Meilleure ecole pour debuter sa carriere,*Bonne exposition ; *Bonne ambiance; *Teletravail relativement flexible,*Salaire; *pas plus d'inconvenients que ca,1,1,1,2,,Associate,Senior,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,2,0,0,1,kpmg
358,2024-02-05 00:00:00,Paris,Apprenti,5,Employé actuel,Salaire Kpmg,Grande renommée et rigueur de travail,Horaires de travail importantes pas beaucoup d'avantages,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,kpmg
359,2024-02-04 00:00:00,Paris,Consultant,4,Ancien employé,OPTIMISTE,Travailler dans un environnement international,Charge de travail parfois élevée.,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,kpmg
360,2024-02-04 00:00:00,Paris,M&amp;A Intern,4,"Ancien stagiaire, moins d'un an",Bon,Une bonne cohésion d'équipe dans l'ensemble,Le poste est situé à la Défense,0,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kpmg
361,2024-02-03 00:00:00,Courbevoie,Senior Manager,3,"Employé actuel, moins d'un an",Entreprise sans âme,La cantine et la vue sur Paris,Trop de contraintes dues à l’activité d’audit,-1,0,-1,0.5,,Manager,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,kpmg
362,2024-02-02 00:00:00,Courbevoie,Business Developer,3,Ancien employé,Ambiance compliquée,Salaire et évolution ok ok,L’ambiance et l’hypocrisie au rdv,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,kpmg
363,2024-02-02 00:00:00,Paris,MANAGER AUDIT,4,"Employé actuel, plus de 5&nbsp;ans",La flexibilité du cainet,"Possibilité de mobilité tant géographique que dans d'autres services; Liberté de gestion de son temps; Télétravail; Avantages sociaux; Salaire; Variétés riches de fonction transverses (recrutement, formation, ...)","Culture du présentéisme encore trop présente; Parfois, peu de réflexion sur l'équilibre vie pro-perso",1,1,1,6.5,,Manager,Senior,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,2,0,0,0,2,2,1,0,kpmg
364,2024-01-31 00:00:00,Courbevoie,FS AUDIT,4,"Ancien employé, moins d'un an",Conforme,"Prestige international, grande entreprise, formation","Horaire longue, cantine qui laisse vraiment a désirer.",0,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,kpmg
365,2024-01-31 00:00:00,Courbevoie,Senior Consultant,4,"Employé actuel, plus de 3&nbsp;ans",avis général,Salaire; Opportunités post cabinet; contact clients,Equilibre vie pro vie perso,1,0,1,4,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,kpmg
366,2024-01-31 00:00:00,Paris,Audit Intern,5,Ancien stagiaire,KPMG,"Expertise, Innovation, Réseau Global, Fiabilité, Diversité","Complexité des Structures, Pression de Travail, Gestion des Risques",0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,kpmg
367,2024-01-30 00:00:00,Paris,Analyste Transaction Services,4,Ancien employé,Info salaire,Évolution salariale rapide et autonomie,Un job chronophage sur les premières années,0,0,0,,,Analyst,Junior,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,kpmg
368,2024-01-30 00:00:00,Paris,Analyste Transaction Services,3,"Employé actuel, moins d'un an",salaire,"réseau, prestige, équilibre vie/travail, sécurité emploi","faible salaire, très grand, organisation moyenne",0,0,0,0.5,,Analyst,Junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,kpmg
369,2024-01-30 00:00:00,Paris,Consultant,4,"Employé actuel, plus d'un an",Ambiance générale,- Bon relationnel avec les collègues ; - Bon seminaire,- Manque de missions en thème avec son pôle d’activité,1,0,1,2,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kpmg
370,2024-01-29 00:00:00,Paris,Senior Consultant,4,"Employé actuel, moins d'un an",Mitigé,Missions intéressantes; Equipe géniale; Accès à des formations certifiantes,Salaires: 0 respect pour ces collaborateurs; 200 euros de prime de participation ...,1,0,0,0.5,,Unknown,Unknown,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,kpmg
371,2024-01-29 00:00:00,Paris,Auditeur Financier - Junior,3,"Employé actuel, plus d'un an",J2 KP,L'avantage principale est la réputation.,L'inconvénient principale est la charge de travail et les horaires.,0,0,0,2,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,kpmg
372,2024-01-26 00:00:00,Courbevoie,Auditeur Junior,1,"Employé actuel, moins d'un an",Passez votre chemin,Moyenne d'âge ; salaire à l'embauche en sortie d'école assez attrayant ; formation sur le terrain et bon pour le CV,"Charge de travail ridiculement élevée ; télétravail impossible, pour eux le TT c'est glander (simplement parce qu'ils ne savent pas travailler chez eux...) ; sous-effectifs ; contraintes du métier dans un grand cabinet qui ne se trouve pas dans une entreprise classique ; équilibre pro perso inexistant (turn over important, ce n'est pas pour rien) ; logiciel dossier audit peu pratique ; ambiance pas si top que ça ; managers qui n'ont pas à l'être et ne savent pas gérer des gens pour la plupart ; formation à l'ancienne",-1,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,2,1,0,kpmg
373,2024-01-24 00:00:00,Paris,Manager,4,"Ancien employé, plus de 5&nbsp;ans","Bon équilibre VP2, bonne évolution",Ambiance au travail; VP2; Package;,Mouvements de fusions entre BUs,1,1,0,6.5,,Manager,Senior,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,kpmg
374,2024-01-24 00:00:00,Paris,Stagiaire,4,Ancien stagiaire,Pas mal,"Bon restaurant d'entreprise, lieu de travail agréable","Très grosse boite, peu de cohésion",0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kpmg
375,2024-01-22 00:00:00,Lyon,Consultant Sénior,4,Employé actuel,Consultant advisory,Formation / rémunération / responsabilités,Charge de travail / administratif,1,0,0,,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,kpmg
376,2024-01-22 00:00:00,Courbevoie,Auditeur Senior,2,"Ancien employé, plus de 3&nbsp;ans",Formateur mais usant,Incroyablement formateur; Au contact de personnes de haut niveau; Fortes responsabilités,"Taches répétitives et chronophages, sans valeur ajoutée; Mauvaise considération; Horaires difficilement conciliables avec un emploi du temps personnel",0,0,0,4,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,3,0,0,kpmg
377,2024-01-21 00:00:00,Marseille,Stagiaire,4,"Ancien employé, moins d'un an",Bonne ambiance de travail,Dynamique; Convivial; Opportunité; Polyvalent; Bonne apprentissage,Horaires volumineux; Vie professionnel importante,0,0,0,0.5,,Unknown,Unknown,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,0,0,kpmg
378,2024-01-18 00:00:00,Paris,Responsable Communication,3,"Ancien employé, plus d'un an",Fonctions transverses peu considérées,"Les avantages d'un grand groupe, le télétravail jusqu'à 3 jours","Travailler au sein de la fonction transverse chez KPMG n'est pas valorisée à l'interne, seuls les métiers le sont: audit, conseil.; Le niveau de réflexion stratégique marketing et com est assez moyen. Forte hiérarchie verticale, peu d'autonomie pour les chargés et responsables de com. Infantilisation. Profil senior, abstenez vous !",0,0,0,2,,Manager,Senior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,kpmg
379,2024-01-16 00:00:00,Marseille,Auditeur Financier Stagiaire,5,"Ancien stagiaire, moins d'un an",Stage Audit financier,- Bonne progression technique; - Avantage lorsque l'on est chez le client (IK et restauration); - Bon suivi des managers; - Bonne ambiance de travail,- Travail intense; - Mobilité (on peut aimer ou non); - Travail qui peut paraitre répétitif,0,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,kpmg
380,2024-01-10 00:00:00,Paris,Auditeur Junior,4,Ancien employé,Auditeur junior KPMG ,"Moyenne d’âge basse, bonne ambiance malgré la pression, cohésion de promo, suite de l’école avec une bonne formation, management bienveillant, possibilité d’évolution en interne et en externe",Salaire bas selon la grille école ; Pression durant la saison; Devoir être adaptable,0,0,0,,,Unknown,Unknown,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,1,0,1,kpmg
381,2024-01-09 00:00:00,Paris,"Consultant, ESG Advisory",5,"Employé actuel, plus d'un an",Une équipe engagée pour l'excellence,"Equipes sympathiques, réalistes tout en étant réellement engagées.","Prise en compte de l'équilibre vie pro / vie perso par les équipes dirigeantes, cependant il s'agit d'un métier qui demande un investissement conséquent pouvant chambouler cet équilibre en cas de mauvaise organisation de son propre temps. Cela est lié à la demande grandissante concernant les sujets ESG.",0,0,0,2,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,3,0,0,kpmg
382,2024-01-08 00:00:00,Lyon,Consultant,4,"Ancien employé, plus d'un an",Formateur,"Très formateur, bonne mission variée","déplacements, management aléatoire en fonction des missions",1,1,0,2,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,kpmg
383,2024-01-07 00:00:00,Paris,Auditeur Financier - Junior,5,Employé actuel,Locaux et ambiance,"Salaires avantageux, tickets restaurants et autres... Les avantages financiers sont nombreux, mais ne sont pas les seules sources de motivations de par une ambiance de promo et une entraide quotidienne entre les collaborateurs.",Charges de travaille très importantes sur une certaine période de l'année,1,0,1,,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2,1,0,kpmg
384,2024-01-06 00:00:00,Paris,Auditeur Financier - Junior,4,"Employé actuel, plus d'un an",Expérience formatrice,Opportunité permettant d'ouvrir de nombreuses portes,Les horaires de travail sont assez difficiles,1,0,0,2,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,kpmg
385,2024-01-04 00:00:00,Paris,Assistant Manager,5,Employé actuel,TB,Bonne entreprise avec plusieurs avantages,Le fait que les bureaux ne soient pas dans Paris,0,0,0,,,Manager,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kpmg
386,2024-01-01 00:00:00,Paris,Manager,5,"Employé actuel, plus de 3&nbsp;ans",Top,"Culture bienveillante et humaine, projets intéressant, stratégie responsable",Les limitations liées aux activités d’audit,1,1,1,4,,Manager,Senior,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,kpmg
387,2023-12-30 00:00:00,Paris,Senior Consultant,4,"Employé actuel, plus de 3&nbsp;ans",Bonne condition,Rémunération attractive et bonnes formations,Rien à signaler (de mon expérience),0,0,0,4,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,kpmg
388,2023-12-27 00:00:00,Nancy,Audit,3,"Ancien employé, moins d'un an",Ne recommande pas,les Tickets restaurant ; Intéressement; variable,Déplacements; Horaires; Pression; Charges de travail; Sous effectif,-1,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,kpmg
389,2023-12-26 00:00:00,Courbevoie,Directeur Pôle Architecture,1,"Ancien employé, plus d'un an",Nullissime,KPMG FRANCE; Bon réfectoire et ses salades... de fruits,KPMG FRANCE; Ils sont pas au niveau.,-1,-1,-1,2,,Director,Direction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kpmg
390,2023-12-25 00:00:00,Courbevoie,Auditeur Financier - Junior,2,"Ancien employé, plus d'un an","Charge de travail, manager ",Travail esprit compétitif dans les équipes,Beaucoup de pression pas d’équilibre vie privée vie pro,-1,0,0,2,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,kpmg
391,2023-12-21 00:00:00,Paris,Senior Consultant,4,Employé actuel,Rémunération,Salaires intéressants : entre 54k et 56k,Primes intéressantes qu’à partir de manager,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,kpmg
392,2023-12-19 00:00:00,Paris,Manager,5,"Employé actuel, plus de 8&nbsp;ans",Progression exponentielle,Formation; Ambiance; Responsabilisation; Organisation du temps de travail,Charge de travail élevée !,1,1,1,9,,Manager,Senior,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,kpmg
393,2023-12-19 00:00:00,Paris,MANAGER AUDIT,2,"Ancien employé, plus de 8&nbsp;ans","Expérience intéressante, formatrice mais dure","Métier intéressant, permettant de découvrir de nombreux secteurs d'activité, les différentes acteurs de la vie d'une entreprise. Comme il est très exigeant, il apprend à être rigoureux et efficace. C'est un bon début de carrière, pour ceux qui sont prêt à en payer le prix, mais je ne conseillerai pas aux jeunes diplômés d'y rester plus de 4-6 ans max.; On travaille avec des équipes assez jeune, généralement de bon voire très bon niveau.","Formation exigeante et généralement, ""à la dure"". Il faut être sacrément tenace (voire coriace) et organisé pour supporter les contraintes du métier dans les grands cabinets. Les audits sont réalisés très souvent en sous-effectif, du fait de difficultés récurrente des cabinets d'audit (depuis plusieurs années) à recruter du personnel qualifié qui accepte les contraintes inhérentes au métier d'auditeur. Le turn-over est donc important (et les burn-out pas si rares).; Le logiciel utilisés pour ""monter"" le dossier d'audit est identique pour tous les pays dans lesquels le cabinet est implanté, donc souvent imparfaitement adapté au respect de la réglementation française, pourtant nécessaire.; Le travail d'auditeur nécessite une importante implication et génère une forte pression, qui souvent ne permet pas de conserver un bon équilibre entre vie pro &amp; vie perso.; Le travail des membres de l'équipe est souvent mal reconnu et peu valorisé par les supérieurs hiérarchiques : ne vous attendez pas à être félicités par les associés pour lesquels vous avez travaillés, cela n'arrivera pas, ou très rarement, presque par hasard, et même si vous avez énormément donné du vôtre et que vous avez atteint tous vos objectifs. Reconnaitre l'investissement et le travail des équipes ne fait pas vraiment partie de la culture de ce métier, qui a gardé un côté ""marche ou crève"".; Les promotions et bonus annuels ne sont d'ailleurs que partiellement lié à vos mérites, vos résultats et à votre engagement, ils dépendent plus de votre réseau interne et des dossiers clients sur lesquels vous avez travaillés. Les associés étant souvent assez déconnectés de la réalité du terrain, ils pourront d'ailleurs difficilement juger complètement de votre travail. Une certaine abnégation est donc utile pour survivre dans le milieu.; Les grilles de salaires, autrefois intéressantes, ont été mal réévaluées depuis de nombreuses années. Maintenant, un auditeur gagne presqu'autant qu'un contrôleur de gestion, pour un quantité de travail et une pression bien plus importante.",-1,-1,-1,9,,Manager,Senior,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,2,0,1,2,1,2,0,1,kpmg
394,2023-12-18 00:00:00,Courbevoie,Senior Consultant,3,Employé actuel,Correct,Évolution rapide ; Mentorat continu; Télétravail ; Changements de mission; Possibilité de mobilité,Peu d’avantages sociaux; Le lieu,0,0,0,,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,kpmg
395,2023-12-15 00:00:00,Paris,Senior Auditor,4,"Ancien employé, plus de 5&nbsp;ans",Bon,Enrichissant avec beaucoup d’apprentissage et de travail d’équipe,Pression Constante en période fiscale,1,0,0,6.5,,Unknown,Unknown,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,0,0,kpmg
396,2023-12-15 00:00:00,Paris,consultant sirh,4,Ancien employé,sirh,"conviviale, confort, propre, dynamique, diversité",je n'ai pas vu d'inconvénient marquant,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kpmg
397,2023-12-14 00:00:00,Paris,Manager,4,"Employé actuel, plus d'un an",Culture,Entreprise a mission avec beaucoup d’investissement sur l’ESG,Culture big 4 avec beaucoup de risk management,1,1,1,2,,Manager,Senior,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,kpmg
398,2023-12-14 00:00:00,Paris,Junior,1,Employé actuel,junior Analyste,"rtt, tr, tt des le commencement$",Management à ch*er Encadrement absent,-1,0,-1,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,2,1,1,0,kpmg
399,2023-12-13 00:00:00,Paris,Auditeur Senior,3,Ancien employé,Auditeur senior,Grand nom sur un CV,"Tout le reste, même les clients ne sont pas si intéressants",0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kpmg
400,2023-12-12 00:00:00,Paris,Stagiaire Auditeur financier ,4,"Ancien employé, moins d'un an",Bonne expérience,Belle courbe d'apprentissage chez KPMG,Peu de flexibilité et tâches répétitives,0,0,0,0.5,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,kpmg
401,2023-12-11 00:00:00,Courbevoie,Consultant Financial Services,4,Employé actuel,Environnement stimulant,Mutuelle; Tickets restaurants; Bonne ambiance de travail ; Equipe jeune,Pas nécessairement d'inconvénient à signaler,0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,kpmg
402,2023-12-10 00:00:00,Courbevoie,Assistante De Direction,3,Employé actuel,,"Teletravail, locaux lumineux, facilement accessible en transport",Climat de concurence entre les assistantes dans certains services,0,0,0,,,Assistant,Junior,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,kpmg
403,2023-12-10 00:00:00,Courbevoie,Auditeur Junior Confirmé,5,"Employé actuel, plus d'un an",Bonne expérience,Évolution professionnelle plutôt bonne si on est investie,Rythme de travail et équilibre vie pro/perso,0,0,0,2,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0,kpmg
